"state","account.length","international.plan","voice.mail.plan","number.vmail.messages","total.day.calls","total.day.charge","total.eve.calls","total.eve.charge","total.night.calls","total.night.charge","total.intl.calls","total.intl.charge","number.customer.service.calls","Churn"
"36",92.727836095334,"1","1",-2.88845774677776,110.901133630174,31.8271908437723,114.458836809727,15.5254116265923,156.707776863797,12.3494868519558,3.21190361571145,2.97960928537141,1.69953558775067,"1"
"1",57.4020587965001,"1","1",1.56679162350788,107.02560257214,39.0441071174178,99.4900390041137,18.590249686323,75.8084957471793,9.33935011391911,8.80646567501625,2.82273847034906,3.73105289469366,"1"
"50",83.6924452729019,"1","1",10.4870284802266,126.672005428732,35.3928146825766,57.8429998914262,7.26389956643659,101.898024590241,8.79144938421192,0.354212590572299,3.22280366371193,1.67651694028392,"1"
"24",82.3540314313128,"1","2",27.7462080185101,95.2226399223051,42.7944649598561,98.9608231980209,17.8770266698908,102.041646572617,8.44842537154732,2.17418162569205,3.41024928701723,1.5297968349186,"1"
"38",114.255607234352,"1","2",18.9871412385477,81.0851356815905,34.572679555078,98.9699094216044,9.56518388019429,87.8271179732439,12.1589465727882,3.86191561739615,1.4292224285759,-0.454212943073732,"1"
"3",25.3965824783987,"1","1",4.84551020399473,94.6223029908697,33.2981222179953,24.4247211892567,15.869055931552,102.137684646052,9.75709790303859,2.55543047929905,4.20390727692898,3.3834716053479,"1"
"16",66.4637903891642,"1","1",-4.58978302761485,106.12616136145,27.2803709371305,84.3418595850091,15.5036109191856,120.265928986796,9.80325166977406,3.57787060445751,3.13191449477965,2.6902813816778,"1"
"20",87.4624072869721,"1","1",2.80818198479746,63.2207181877865,25.0528367987575,88.9106555307912,22.9596237074279,74.858407965751,7.39701863742203,6.27612667534753,4.31458999918911,1.33843983000353,"1"
"38",55.436321420769,"1","1",-0.847592058287716,85.410185111136,36.0202270744219,70.2944631778984,14.7570062208145,84.4317893533942,10.1739789032304,1.09446605411283,3.03562776514355,0.355497660371951,"1"
"35",113.787654621796,"1","2",18.1592029380157,116.876295621856,16.9549832678624,108.012182131197,13.9005296745331,116.013746509672,8.2135300914243,4.81550057634559,0.760776838231489,2.58428918440267,"1"
"11",101.861012256385,"1","1",7.80416238359089,105.314415062264,26.4584089774875,86.241700849583,10.6354548921821,128.568676855239,7.49977329226064,5.98158148137364,3.2727798351747,1.89443507210094,"1"
"3",186.294647907284,"2","2",42.0358387873576,70.2012793722501,39.5272407761489,79.2661894202453,15.0001308230626,83.5578487388403,8.29027637615608,2.70530370051717,2.60324265959778,4.36744153462862,"1"
"21",121.884964553715,"1","1",-4.12836217833818,139.360078176425,39.3890190766902,90.6683687208095,20.8613068999785,122.943151460134,5.83043031599082,6.5020061674354,1.73640996339072,0.210027358693862,"1"
"7",87.3938088750971,"1","1",-4.96720854520197,99.2036870887604,13.204204628136,60.3559210432779,9.81201643747087,85.5752145891362,11.2806245026755,6.43941146288827,2.18105903455421,0.861460152413224,"1"
"30",141.21052206739,"1","1",6.13252393905259,97.6920259463841,34.1650826875174,136.428433395248,19.4936893708727,123.63872551718,6.50867464778145,1.20128495077273,1.83185320956125,2.75844354680968,"1"
"50",179.16037424477,"1","1",3.18759549002218,93.203578184695,23.5598337185089,110.005210296822,9.15176447395938,123.387948097695,9.39358657710352,9.09417168320053,2.8549472131999,0.777057654674855,"1"
"7",149.481527777834,"1","1",-4.59928778957743,85.595199271048,41.9605160689583,123.509504592551,19.0357208348437,115.273478115112,10.840253085338,5.38341322838774,2.83076364717308,4.74999039597586,"1"
"38",103.379190466379,"2","1",5.62783278367428,72.1522877331351,17.3024732705246,88.6371418244146,16.7007037236298,117.713171603092,3.58228419830832,12.8438284468093,3.19446342250891,2.75193361311522,"1"
"33",6.88408598412998,"1","1",4.94271541762662,161.153162416034,29.5521191961361,129.165371723746,21.1770290778914,83.0556206394071,8.98675825446839,7.17682252950573,2.97575872987802,1.02594378492892,"1"
"49",124.151005711703,"1","2",29.5139619995854,118.830864030594,45.8830676625031,87.2732672774375,24.0102685889867,79.0120264878828,7.76465589541993,5.91701890078656,2.62973946540201,-0.403335992473098,"1"
"43",212.748130243547,"1","1",-6.42452972314267,84.9989881925654,16.4765395161757,138.096230150104,19.9154606740796,98.6530058989702,11.0447288950708,6.09292414295291,3.15761219655718,1.38194587435103,"1"
"40",86.0452545307194,"1","2",38.030733416598,123.218523637089,34.0500705378486,94.0807212766871,22.5372798559628,95.0449812776648,11.2842330508255,2.94855875259862,0.718693456389361,2.02098582588695,"1"
"15",91.8265787599988,"1","1",1.53729106857627,90.7134233229928,33.6414012792027,103.842034726585,15.7217237999752,74.3501900097852,10.3465046914746,3.89413428425917,2.62880429689247,-0.347482862328014,"1"
"16",204.344139122226,"1","1",-4.9187677030841,116.667834633612,15.9759293358182,69.766821553744,14.5345525775187,52.8235716060966,8.61956218489524,4.16838745461856,2.84848839735697,1.30163783123354,"1"
"41",45.62896661031,"1","1",-2.62236166476136,92.8877355151356,39.4348138020368,149.033776852843,13.0810810594372,74.628554970822,10.8822749496213,4.07228298546345,2.29379607221127,1.47756648409153,"1"
"36",61.0180274906079,"1","2",28.9333004817342,88.0204875058953,49.3285528397294,102.916739423009,16.0462686790836,108.391197282958,12.8531141233427,0.694027217797135,4.34876461479165,1.28595163907747,"1"
"23",28.583118315097,"1","2",42.9661324626215,108.58605486961,48.2176111809569,68.8823282481674,16.7571839995559,117.200700161165,8.18359265769971,6.86775792498309,2.96649587758524,2.57702672144226,"1"
"31",49.9205139840426,"1","2",35.0188228307719,62.6021050610717,9.51318909727073,94.9520832070677,19.1443319092804,43.218558247438,7.9808431445633,-0.85177195685444,1.68780642255251,1.97722605370748,"1"
"12",173.393210221092,"2","2",25.0025471472911,116.611880044588,37.3672256231523,132.800094488742,8.82641975184143,101.697776327579,7.22401060388894,2.50292481852146,3.14600404487583,0.955844902742008,"1"
"11",146.58096271934,"1","2",21.234338625714,101.706117580401,32.3831962897823,80.4040798548617,21.3328475347925,142.529790985204,5.00459019470876,3.94624511097142,4.43640824423048,1.2111549192501,"1"
"10",65.9944343241369,"1","2",31.1880680475759,115.936963418396,34.5232219874636,97.5054448910356,17.3379635649923,87.4067404789462,6.98050660772694,7.56497691798028,3.3075799104438,3.23213478301313,"1"
"3",37.2560769226083,"1","1",-10.5063091904362,123.24711376261,34.7071197203502,67.3724736076686,17.6283912022686,97.7454849223375,11.8339963491377,1.55236247042045,3.6181956909861,-0.00557578488905968,"1"
"49",79.5962091137086,"1","1",-1.11368950478895,86.9445715549852,32.089335763715,78.122857046236,19.697925361896,95.838077709858,7.0111390165067,6.44078942555099,3.39112520444229,-0.450057777231458,"1"
"24",52.6192543349635,"1","1",14.114706939718,62.0038067983153,26.681879191673,90.662706567604,13.9413411714028,91.9885595012467,11.1235328281198,3.42991791604281,2.56371811380235,1.04374627819394,"1"
"43",61.3530198233189,"1","1",-4.7856673396001,58.0729209329692,24.6038035274564,103.194246038386,20.6492451249105,84.8514913075568,12.358773849465,3.96065612202093,2.068534977993,1.09216204247831,"1"
"44",126.724981824308,"1","1",-0.510398423315932,103.564110191932,34.5700111880803,107.951903880757,7.61755194978064,108.800342623853,8.38183670851809,6.68880349117533,3.15379060759709,1.2467982298111,"1"
"42",121.49393589302,"1","1",-4.81914755127229,56.5724769166023,30.5904922032274,101.117663141991,13.5712475817815,103.971677967095,6.11656699219212,4.24104990894678,2.29492824657236,1.47864864592639,"1"
"36",145.975710374556,"2","2",22.8319598583389,119.436946609425,44.6793544061707,107.887671912644,15.4855911752554,108.253414471839,14.2994387298359,4.23410045136944,1.68981661237307,2.67387639727196,"1"
"24",79.8304600592036,"1","1",-2.13352425143193,86.7632610913854,39.8526585914169,106.21449026946,18.3419203985376,146.730800312508,10.6340279438039,4.66996916470941,4.57874888798169,0.843537275228411,"1"
"49",117.923458206404,"1","1",5.7937142280623,84.939488785131,10.0772359135674,58.6472228037234,15.1551707339738,95.7033431983929,8.85370959255099,3.71295268793212,3.15648310641903,0.165777627431641,"1"
"36",53.1305142641097,"1","2",12.1986591972042,103.744615096685,8.41226134655132,124.744241663289,14.3480419236182,123.935215928798,7.75310184907752,4.76564150920404,1.29234635988172,2.19587592435349,"1"
"3",104.578760994717,"1","2",19.9932005268755,91.2565926827698,30.7693300170351,111.619687378233,19.6951652059849,108.316626662133,7.63425349899477,3.95460017146857,3.68138852289169,2.01381589491785,"1"
"38",19.7778086516015,"1","1",-10.4834503363126,95.3100264593722,45.6041119993549,90.2328219377182,20.4777458715666,117.62098190732,7.36655446082258,7.28815686509374,2.93598205163248,1.6279757360932,"1"
"36",118.671782967864,"1","2",12.8855822738171,102.372314976851,19.0698940163211,99.8195658054504,8.81138509105638,114.60558026064,9.75190524571336,6.166127117006,3.27655978542996,1.3751592573721,"1"
"1",74.6863574013307,"1","1",4.25462062728112,97.0750372089723,30.6450972395378,91.0917390301398,15.4684537568928,78.8149831553948,9.71716428340094,7.09309616767885,2.04997690420722,4.1186051863288,"1"
"19",152.377757170187,"1","1",-3.85603590826818,89.1125382043745,35.6710084052283,130.734564743276,12.5134673342975,116.997924290423,11.3914506995627,2.0144848043465,1.64592137232413,-0.222486559009085,"1"
"17",147.673392018955,"1","1",5.05389733076113,82.5984265483611,51.4637468507931,95.291437643489,17.5604314693328,80.1698219893143,11.7049572882891,3.65335369392849,4.50966184685247,1.36177585934589,"1"
"43",72.2735520420059,"1","1",-1.42221703092359,107.879120652843,32.7261916750365,112.03462089646,5.44882487770035,69.2587030369981,2.66979823736781,3.49286809133773,3.43528055232766,1.37482271961595,"1"
"6",117.951882520059,"1","1",1.33759097468205,109.284414422464,28.6939621390472,108.313381087785,12.2167738402589,87.0749574968107,10.3128269917565,1.91174449692605,0.994797750168629,1.56788565612386,"1"
"14",94.3352700143914,"1","2",25.82542309382,100.768340002836,41.4439396187869,97.5119794846184,16.9814286936304,108.061989754871,8.26603501398231,4.51623873195997,1.55958703010259,4.34211043865874,"1"
"9",133.019033607289,"1","1",-17.0857713960594,119.022559882602,21.3371987581384,83.3024815282645,15.7407007516146,130.983840206179,10.8966207397376,8.10670496969992,3.89014830503899,1.17773133680177,"1"
"8",78.3542433796106,"1","1",1.50645289209046,160.694821051119,22.3287006851997,111.010891792178,18.3108979439258,66.618946687915,7.77627096064719,3.65832227983595,3.49584026256719,1.77379678670683,"1"
"51",65.2135280145042,"1","2",25.5964263690551,106.599704302583,4.42722887316323,92.058270511313,17.1759395607096,55.0834775892697,8.64120167735048,9.12002738602288,1.53602455241302,-0.348171980646087,"1"
"47",130.935813163371,"2","1",-8.95801300487628,136.675688079724,32.8728500558864,100.419117100365,18.1302372979134,99.0910683385644,9.04143018151792,6.89424975456746,3.04521596641129,2.82752731105102,"1"
"51",134.140481943424,"1","1",0.285763293461763,102.381896961916,22.5414175465819,95.2001146726416,15.5182774691703,106.647905925646,7.76186540179474,2.82586750827594,3.89214020257978,3.32926347345517,"1"
"19",134.207288749452,"1","2",25.6461893421689,134.917404696338,36.5564166815121,78.0022746511857,14.2049690990849,100.061708776101,6.94140804433301,4.72134859674027,3.13513203987847,-0.712921213605289,"1"
"4",82.7160996585601,"1","1",3.69362572480558,126.171597902448,2.0721006153526,63.4036941575644,12.6912990141364,88.237774668974,7.74036475077357,2.0227455927147,2.71094593922935,1.25346943592462,"1"
"15",64.6961777982426,"1","2",32.1268686199318,117.126072277377,35.1416920952767,139.735842033674,18.7140362272985,82.7491140296472,13.9395363373916,0.774445614481737,3.52832876955986,3.84387401086248,"1"
"40",92.0015451958644,"1","1",0.360919732150933,111.011616539772,26.0169242391273,65.1232809563211,12.5966244668668,134.029631843107,6.61333022703484,2.69459381329106,1.70740502666727,-0.690308955952882,"1"
"37",110.310028310084,"1","1",-2.78184240713398,99.5591620083232,28.1414138722932,99.9141866969517,15.1362514358615,125.921431266675,7.91932548464846,9.82502563337112,2.83354231819831,2.34274651181089,"1"
"37",67.9237382215255,"1","1",9.16451417151741,123.123756300402,32.2514469254281,107.86375394126,25.5621189712134,112.15452696502,8.53955489877272,1.10064041884741,2.94870417743291,-0.402509400271545,"1"
"25",137.327675043368,"1","1",-1.84826884269707,116.486753726726,5.09172282788676,141.909004256251,18.6467856971736,108.641081022718,12.9746780054073,2.87005383131788,2.16067801151828,0.663749586146243,"1"
"36",41.657613486737,"1","2",20.5525693522907,122.910399886622,38.7447966348616,119.085347862883,16.7551239889597,128.44402465359,10.1558783163747,2.48034950051474,3.08582805034907,0.0969717806774833,"1"
"51",135.346225531375,"2","1",3.31954672089794,87.7258918422145,25.7562845079611,107.003525492169,17.9304902284965,147.70052292762,7.00775011768985,8.70890671372896,0.184342328497963,1.4719100774968,"1"
"5",174.696948377968,"1","1",-21.597972508073,88.7149840136192,21.1627275331092,114.661578453612,20.8360047475983,77.0942712566697,6.75792567592757,4.794321990179,2.33804570394131,0.633251411433529,"1"
"30",178.25980979822,"1","1",1.90372847074878,91.836978098028,34.0569032436767,120.2733711349,18.0160682597814,124.460379399994,9.62756556553795,3.90388083374936,2.49864191930172,2.28969433438533,"1"
"16",90.7341634074914,"1","2",24.1171027489662,99.6208664206194,41.5698923933423,138.252745625898,15.5613338243968,122.473654344954,4.69582922514442,3.78760108560778,3.31821993959491,0.734324377899611,"1"
"33",82.6417406888416,"1","1",-0.661466562922964,86.9098668256755,55.006852323097,130.398110289359,11.7085654366991,104.700147983702,7.70357322281688,6.69632564207753,1.75809174185503,2.23520261877947,"1"
"7",136.160361140312,"1","1",1.01170810082468,93.6927987947407,40.2209783017298,63.875868100399,17.0086420313139,73.8003728858879,8.15059176785343,4.80675695479405,3.23775893003198,1.1468747183543,"1"
"25",90.9771183328239,"1","1",-4.76098993393418,95.5108439737271,36.1901720462485,124.876822488188,17.9245134108599,112.82337491242,11.5795267052485,4.2086013088553,2.83998935164106,1.38732786997945,"1"
"18",87.8869794689386,"2","1",8.38143852087563,74.4022530698113,17.1391211883689,100.809779297119,10.4802969214347,61.2930034766055,12.4206859311886,5.44666219141426,3.50621624425512,3.00143916886012,"1"
"25",169.004280471452,"1","1",-6.83407957077928,104.931187197799,26.5032268017801,114.256158293656,19.457796206976,96.891377845034,8.68265392721528,3.0372404474807,3.34059351035546,2.06138043801211,"1"
"4",159.796412034998,"1","1",8.18251818401553,104.173973921283,14.1619885734237,64.9084738543688,20.9533725823627,101.588799310185,8.25536115485939,10.4100284880722,2.49625772018309,0.799028694925716,"1"
"35",87.8587763240107,"1","2",31.3904520139712,87.8678018482811,39.739201920986,110.34033502426,16.3972888181139,64.1803410643482,7.27844448182993,4.81216315021925,2.41900588270247,0.954766883375566,"1"
"5",89.4448899272052,"2","1",-0.985129958525819,111.98553630716,31.8277082871669,95.3148958199955,19.1052092290927,113.789372896558,7.76041014146785,4.83207330380766,3.34541003536466,0.988596567599277,"1"
"19",62.2369768522656,"1","1",-13.5714376865076,94.4578954887218,27.9484599678598,84.3516123852627,15.4522128362644,96.3286877823981,7.98947952779721,3.97048903248551,2.26812648944879,3.38931423477548,"1"
"1",108.327856289944,"1","1",7.82778735159993,98.6725773200149,35.4546654806623,106.061682577375,7.32799922849082,104.489153704502,5.57897857738123,7.50725335104904,3.19579709850033,1.08720247665232,"1"
"44",85.7901079734735,"1","2",32.236479326776,93.9091505739872,60.0294986389747,134.854941230394,21.03845777796,129.311439498477,8.61415289468667,14.1901328515492,3.20167789644974,2.70375382180228,"1"
"1",67.2791989073553,"1","1",9.00002709646236,93.5160930099694,42.9689296733333,109.91621158143,16.5196471419184,91.5256258163572,7.11320745260126,-1.19411960984292,4.11316194475372,-0.107570819395763,"1"
"21",135.575211553673,"1","1",6.62660716029207,96.0879952287355,47.2604805269565,76.3433846116186,13.5694710913726,109.001957733963,6.6580665699949,2.60057302348755,2.11150280932394,0.710969847372354,"1"
"15",116.26044895861,"1","2",10.9086706929316,99.1652505190789,18.8083046054515,87.3932781271302,13.893231228327,109.828101178614,9.72447849263908,-0.977708170226989,3.33609585278309,3.83601685817362,"1"
"20",172.435183367343,"1","2",33.5544562470854,95.8861450764623,37.6839966320059,92.6899630383327,21.3660522445728,88.0247169483918,8.60580436862598,7.47339152874677,2.33262463432595,3.34193673312284,"1"
"6",93.4251093498718,"1","1",10.0065249786901,89.9060890766664,14.3984937138984,97.21389961561,17.7730992665158,94.2563044807304,4.48261851941796,4.61791867591464,1.98875472407279,0.0651162945311277,"1"
"37",95.5741901447363,"1","1",3.90647575946304,98.4232278656881,32.6585765472195,110.537601966423,6.50317365439208,66.6245410196248,10.1435731522522,3.79112113012958,2.40238375420979,0.656075494789169,"1"
"2",30.5760755763446,"1","1",5.22390401980233,77.8151850605191,33.9127143346897,109.559719778184,14.4343381550811,70.2865586656553,4.97765916909111,5.97817510053116,2.28561780225142,2.31474208023814,"1"
"7",170.006942493642,"1","1",-10.3573001735512,101.432888741339,14.7680797682197,144.920873329621,12.8771740285803,96.4201150950915,8.95891474772633,12.4523712238975,2.99492280884878,0.75030318353171,"1"
"47",76.7051838726619,"1","1",10.8850589338156,127.607908012444,26.011827686709,119.947400258871,19.2805716783439,91.9380884057209,9.59466990987198,2.71179559902877,3.01716434740023,-0.105249193703912,"1"
"46",88.4954551125272,"1","1",4.81374332854623,110.312029418408,33.5190503977992,99.3080064903638,17.5481439473401,87.5019224917694,12.0137488276764,3.40350397233587,2.68458955633574,0.983485728731665,"1"
"40",134.586598251945,"1","2",33.9812650262171,41.2958858059233,27.1736422760794,128.971255487603,17.1944724188021,75.5185741564132,12.4958089115956,8.42439157866222,1.30495242160935,1.01178784228179,"1"
"2",77.6578818260416,"1","1",3.112682248301,107.053237636309,20.4612188684917,109.561763918829,6.69220157620947,82.5608701543724,11.5368882616302,8.40091326079716,2.98016826028567,0.943264472972645,"1"
"4",23.568831823043,"1","1",-2.80304080676108,105.845455144901,29.6203891048369,118.43497065436,22.1734623658835,112.905844173557,9.59963136412157,3.2076143032316,2.65390388799702,0.805616165660175,"1"
"46",125.446794714708,"1","2",6.8737022766594,128.993435824743,31.3313685794896,96.1246324163902,25.5736479433684,104.794743244803,13.1320269156833,2.19252541128942,4.02050482009063,-0.107571834562962,"1"
"2",103.187290236588,"1","1",-6.13378972963371,70.3512710062773,35.4498580720667,115.94123265398,16.1712581534172,148.860674704759,7.12050258943966,1.60756086600826,2.6426802208795,-0.842681489227296,"1"
"1",126.386597965212,"1","2",27.1668043327461,72.0404925799182,58.3623050885744,71.6894100035278,20.0241819156263,91.4694565329491,10.835203021482,5.96762158102371,1.88439648890527,0.432343162446329,"1"
"51",78.9079442594503,"1","2",31.518854926246,78.7643890151496,14.0195428550611,85.5446957273576,21.3673399563864,69.7559595796574,8.29222991302875,5.04494345380329,3.20411142856805,1.4864726725313,"1"
"1",4.08355283987792,"1","1",-5.19966639822869,69.7470542762796,23.1159999621576,85.8929542712345,11.0021423322952,90.3160560157869,10.0989326056452,3.21320689099085,3.10659294661411,1.00141888728019,"1"
"32",131.394830342527,"1","2",36.3358614457628,81.4870507049357,12.9183786729863,97.9354895746164,16.5527499631714,125.944509816395,7.10123828310862,0.166870628917197,2.90730682614168,0.560010507184632,"1"
"33",86.0344254504151,"1","1",8.08461853850666,110.517073403082,30.0856417084863,98.4308290317155,18.8191953798346,86.9793881809229,10.9401331576588,1.82734805434268,2.7963456240064,2.1334906854028,"1"
"9",49.5321556511773,"1","1",2.05265313247633,74.8877078916593,31.6912849379683,109.339545417051,21.7657410735468,102.628641442042,7.64876677863044,3.5797947335134,3.09448750460861,0.979525191762417,"1"
"46",66.4634536535782,"1","1",1.08936649243355,112.070241796387,24.9852603500177,106.208333750444,17.5037830538427,118.435328957261,9.94629070883577,5.48644299136527,3.14314733676284,1.21307394303591,"1"
"9",57.7918072468187,"1","1",0.249123878457027,98.1409945182942,35.0814682288207,85.9113294733767,20.6851614170317,141.51531653073,10.7819099551877,4.53742743196685,3.39842337811504,2.19784618333495,"1"
"37",34.5965044504441,"1","2",31.7641271880269,65.1523721172916,28.8021432182686,92.1653672340641,14.561102109004,156.766438003162,9.71815255381591,0.48348234510921,0.950945602997653,2.01180434840075,"1"
"49",134.591950076304,"1","2",26.5473165241742,89.0604945264271,38.8163337981002,85.4473703972288,22.1940435051215,145.720533139579,11.5839728493558,3.6809159832985,2.52871463460759,-0.424038703779004,"1"
"14",128.312435140083,"1","1",-4.93805072191056,136.22923229054,25.3063385338459,89.7767760248629,13.2147794526044,68.306400260808,7.91527259881455,0.339213360917335,3.2446318207169,0.36818646516734,"1"
"1",92.2439163210226,"1","2",17.469255809508,130.191336890892,36.5126418722905,80.6840234225046,13.3580755219529,91.7606563380359,9.93192344032838,2.93445738793814,3.30781912324185,1.1748652426305,"1"
"13",113.599142858352,"1","2",21.6024910452553,112.57948112103,31.9985484353966,80.7595382046912,22.1685720478376,99.3090790491816,8.17948322797876,5.73884414801694,1.8688462006396,3.32796972509428,"1"
"25",92.175271694209,"2","1",-3.36857600651169,117.601849320958,26.9221416864725,95.5844823235431,10.0601688358806,112.578500358403,10.9314741279539,5.49353355752167,2.26788729503606,1.91670556775017,"1"
"8",101.85847864424,"1","1",-3.19094400229328,119.972006900194,42.993195763157,91.0660821172354,13.9530348082545,35.0763683780812,7.57459445599629,2.67699352072189,2.47087248036964,1.9148864472546,"1"
"9",61.7439228440821,"2","1",-13.6947742633669,114.807812926379,25.7785780137763,94.0772672836491,18.2487926799534,99.5613379468261,8.22009150146485,3.12674179101873,1.73901898334561,0.482195488694476,"1"
"21",123.215171787289,"1","1",-14.8907067193459,81.643309100855,31.1794137040098,68.2825425696086,20.4042734835864,111.512651480667,11.354399828488,4.78746304359933,1.8527922935212,2.3912042475969,"1"
"40",178.846405855944,"1","2",23.0354938447128,51.2344832305845,37.6345441241367,44.5931978218493,10.587990756466,127.50375127736,5.73239234389767,-0.849416708257006,1.47400000083693,0.286431007510752,"1"
"36",93.7621314193785,"1","1",4.05865975695692,69.1502597546552,34.4670672980845,108.855408989747,13.2239985067937,98.7651822262415,11.247698076648,1.22489348493513,3.53892813220908,3.37344947814422,"1"
"43",105.460959169966,"1","1",5.7994945329062,99.1010552173983,39.8503796916842,123.037151830416,21.8691932110923,64.6089884004456,4.09254740201353,4.57393483761652,2.0629423597148,-0.268230643891422,"1"
"33",191.194218614392,"1","1",-9.33972419406115,127.569289511724,36.8200905437836,76.2513628803682,20.1026037746938,126.972592930065,10.4864878128585,4.69334623702478,3.44111926818473,1.39230676168387,"1"
"14",108.380113667113,"1","2",24.1896504422865,130.729955290313,28.6739399183522,111.712040402406,20.2424929226178,76.4600572188558,9.4551913804553,4.46886754140938,3.37878010697258,2.18780962241703,"1"
"17",117.780874023761,"1","1",2.49297177291101,120.28882521229,26.5575771097928,121.911515508079,17.688219753457,103.614291006155,6.08890154851187,15.4666607162145,2.94856838572476,1.83611168014664,"1"
"51",102.757412218758,"1","2",36.4658195213548,108.834235820886,27.4610094211222,80.6765545463901,20.3981479088181,114.455051192329,6.7796870386421,-1.16389255273214,2.83315289491659,1.39148827097708,"1"
"34",56.6622921577713,"1","1",-6.69238955931775,71.8043180622914,25.5694251013289,96.7034971567071,16.8152114152307,126.030908510449,10.7885815024453,1.09997237945547,2.10127430238712,1.4830658989161,"1"
"30",162.648446440856,"1","1",-3.59501554686001,90.7448154028088,35.2435575018584,103.81900399165,16.137354336301,51.4153314590239,9.51062185001254,5.25638486829137,1.70107317462054,-0.949958333543556,"1"
"43",89.7900657919658,"1","1",1.82614028690017,142.11067258197,30.2225699566834,149.065605706014,19.2404705963622,107.360967483918,15.223727339209,6.87095084417894,4.30956190425918,-0.376055570196885,"1"
"28",149.144224224963,"1","1",-2.74793896356225,119.008851896388,30.093763325251,74.3368570682466,19.3236796390863,72.2055011141312,5.07929591041667,5.03960601042311,2.12207065705254,1.32525656377897,"1"
"29",143.76132726098,"1","1",6.22346605183279,87.2967939991803,19.9579589571852,88.0272597520592,10.5217946461857,104.208782265339,8.27085588527606,6.63354649681381,2.35459994707425,0.197270461681512,"1"
"37",108.52545870389,"1","1",1.54598027162243,114.070333746259,36.3314158597315,132.473125874258,15.3440250480409,103.535084154983,4.85827336323119,9.49520340765004,3.46078387292792,0.981156917900033,"1"
"16",65.5463036097016,"1","2",26.4432716345255,136.705720753357,34.9487594611537,108.838912808865,12.7523674371708,124.543837335192,10.2422860722265,0.439019861023931,2.43959182383402,2.00876322892445,"1"
"44",221.328061996735,"1","2",18.1017608039685,102.278127608108,27.0017639304785,91.0304027088236,18.1776451398775,150.019278835635,4.16090862890223,-0.0426504986980674,4.08354814791446,1.32854004066003,"1"
"24",146.461384025812,"1","1",-3.32191689085833,57.6874451580103,27.3643105914511,100.2142124935,16.7095766844536,100.505931487426,9.2792452384701,2.42415287413401,3.61770157142302,1.2823496866224,"1"
"33",129.66556762196,"1","1",7.40513459255895,140.824889944708,28.0300081650291,88.7249140047789,26.2225299105131,138.068280228005,9.90670729835605,2.3498469970055,1.48431159247165,0.693009970344981,"1"
"21",131.705636875851,"1","2",47.869160962977,111.434717311967,35.3798709070132,84.9914297968764,12.5117945981386,117.853487939387,9.76066069139041,2.54519877235794,3.12741613221608,2.73714147479181,"1"
"45",96.3853751134459,"1","2",45.6394975226516,101.467468342814,38.201469852312,95.296144065608,21.4330408316689,61.2057386794325,9.78954721499941,2.88981474789087,2.93497223626783,-0.130586680514396,"1"
"23",104.183221832054,"1","1",-1.29743889650086,96.5082601921004,4.9174820275998,101.870570635623,22.467635862114,80.0984496218221,6.9252267100801,3.94263284939861,4.3236375471922,1.12787646842036,"1"
"19",78.9194220358924,"1","2",36.3191561419549,120.45695937465,23.1654455575648,53.9784192891004,14.6936802022653,78.7439474515158,5.56986512700236,0.392005585534688,2.68118110382182,2.75870583022471,"1"
"24",106.99433873623,"1","1",7.49473681631187,77.5094017746714,33.3714264735651,107.391061703759,16.4439432964502,137.750514860419,10.7071046869175,8.67735879495138,3.55665272653136,0.391744095096717,"1"
"50",103.855577972262,"1","1",-5.14732564762506,133.041241363393,40.3180828459535,104.911433799676,12.0866602723324,77.6267652988077,5.57401169142515,3.82808400605703,3.63462457805263,1.09190054627893,"1"
"47",88.5737829957112,"1","1",8.62780090557932,49.7782543611988,36.9674955194597,85.5449077773375,21.0000924142301,99.8617466437452,8.81897203385689,2.57548461831082,2.50206535361905,0.701635260139538,"1"
"6",130.323176723328,"1","1",-0.842998344702964,59.3198232642438,31.7910439349617,97.4181361826181,16.2299441718186,85.8503903784627,11.518292723897,-0.0957469929760015,4.22667007478292,3.80992878467363,"1"
"25",97.7108457124423,"1","2",32.3840395646935,77.658562962219,35.5428001236897,123.562013287196,21.4513976665256,135.961012267887,9.64028982373921,6.80931142547596,3.94950339683147,-0.389879099126601,"1"
"7",170.992263020945,"1","2",44.8295550648649,40.1332237135964,40.1983222646587,90.1362909318021,18.132454393889,67.2026729756279,10.9352984356391,5.14538748324802,2.7353861615819,1.63250772425272,"1"
"20",-11.7349159061396,"1","1",-4.75884508429769,122.736008313007,46.1482868601885,87.0568669770534,16.2897351191269,100.871843986352,9.31350765541647,9.48615250021655,3.49271116953744,2.24979562511295,"1"
"28",133.026184745149,"1","1",-1.97296175828379,88.316977767844,26.2280820060879,129.088259232073,5.33346675679579,55.4388315201846,14.0597836114291,1.83816335731431,3.9205835569531,0.643010768341039,"1"
"46",191.820551938566,"1","1",3.68982270828282,82.4551559478299,28.2857091643173,124.881934833914,16.0330534081019,142.878146933602,11.6602314307033,6.0493057856227,2.86850525855976,1.52601140361264,"1"
"16",89.5250154426267,"1","2",37.8124473100884,73.0782277704015,29.5552497414082,62.5155751281766,14.217660978831,94.516686266373,9.68567268097116,0.50309243520711,3.84297268190351,-1.46503906550849,"1"
